Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2024-10-01,KR30201-Friends Debt,9월 교통비,"74,150",,,,,
2024-10-01,Total,Total,"74,150","74,150",0.00,0.00,0.00,0.00
2024-10-01,KR10101-Toss Checking Account,쿠팡이츠 for 振华君熙,,"56,400",,,,
2024-10-01,KR60005-Personal Expenses,쿠팡이츠 for 振华君熙,"37,600",,,,,
2024-10-01,KR60002-Food Expenses,쿠팡이츠 for 振华君熙,"18,800",,,,,
2024-10-01,Total,Total,"56,400","56,400",0.00,0.00,0.00,0.00
2024-10-01,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-01,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-01,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-01,KR70006-Other Income,Naver Points,,"2,626",,,,
2024-10-01,KR10106-Naver Checking Account,Naver Points,"2,626",,,,,
2024-10-01,Total,Total,"2,626","2,626",0.00,0.00,0.00,0.00
2024-10-01,KR10101-Toss Checking Account,Transfer to Naver,,"10,000",,,,
2024-10-01,KR10106-Naver Checking Account,Transfer to Naver,"10,000",,,,,
2024-10-01,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2024-10-01,KR30201-Friends Debt,교통 (went home from 君熙和振华’s) ,,"1,400",,,,
2024-10-01,KR60004-Transportation Expenses,교통 (went home from 君熙和振华’s) ,"1,400",,,,,
2024-10-01,Total,Total,"1,400","1,400",0.00,0.00,0.00,0.00
2024-10-01,KR10106-Naver Checking Account,GS25,,"4,000",,,,
2024-10-01,KR60005-Personal Expenses,GS25,"1,150",,,,,
2024-10-01,KR60002-Food Expenses,GS25,"2,850",,,,,
2024-10-01,Total,Total,"4,000","4,000",0.00,0.00,0.00,0.00
2024-10-01,KR10106-Naver Checking Account,Transfer to Toss,,"8,626",,,,
2024-10-01,KR10101-Toss Checking Account,Transfer to Toss,"8,626",,,,,
2024-10-01,Total,Total,"8,626","8,626",0.00,0.00,0.00,0.00
2024-10-02,KR10101-Toss Checking Account,Transfer to Shinhan,,"50,000",,,,
2024-10-02,KR10103-Shinhan Checking Account,Transfer to Shinhan,"50,000",,,,,
2024-10-02,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2024-10-02,KR10103-Shinhan Checking Account,"Buy 신한 골드 0.44@₩	113,241.67",,"49,826",,,,
2024-10-02,KR20003-Gold,"Buy 신한 골드 0.44@₩	113,241.67","49,826",,,,,
2024-10-02,Total,Total,"49,826","49,826",0.00,0.00,0.00,0.00
2024-10-02,KR10101-Toss Checking Account,계좌 인증,1,,,,,
2024-10-02,KR70006-Other Income,계좌 인증,,1,,,,
2024-10-02,Total,Total,1,1,0.00,0.00,0.00,0.00
2024-10-02,KR10101-Toss Checking Account,Haircut,,"20,000",,,,
2024-10-02,KR60005-Personal Expenses,Haircut,"20,000",,,,,
2024-10-02,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2024-10-02,KR10101-Toss Checking Account,Coupang,,"95,890",,,,
2024-10-02,KR60002-Food Expenses,Coupang,"7,630",,,,,
2024-10-02,KR60005-Personal Expenses,Coupang,"88,260",,,,,
2024-10-02,Total,Total,"95,890","95,890",0.00,0.00,0.00,0.00
2024-10-02,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-02,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-02,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-02,KR30201-Friends Debt,교통 (to and from 君熙和振华’s) ,,"1,500",,,,
2024-10-02,KR60004-Transportation Expenses,교통 (to and from 君熙和振华’s) ,"1,500",,,,,
2024-10-02,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,GS25,,"6,000",,,,
2024-10-03,KR60002-Food Expenses,GS25,"3,000",,,,,
2024-10-03,KR60005-Personal Expenses,GS25,"3,000",,,,,
2024-10-03,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-03,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-03,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,국밥跟振华,,"21,000",,,,
2024-10-03,KR60002-Food Expenses,국밥跟振华,"11,000",,,,,
2024-10-03,KR60005-Personal Expenses,국밥跟振华,"10,000",,,,,
2024-10-03,Total,Total,"21,000","21,000",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Transfer to KakaoPay,,"10,000",,,,
2024-10-03,KR10105-Kakao Checking Account,Transfer to KakaoPay,"10,000",,,,,
2024-10-03,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2024-10-03,KR10105-Kakao Checking Account,iCloud+,,"8,900",,,,
2024-10-03,KR60005-Personal Expenses,iCloud+,"8,900",,,,,
2024-10-03,Total,Total,"8,900","8,900",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Bakso Rindu Kampung w Myothurin,,"41,000",,,,
2024-10-03,KR60005-Personal Expenses,Bakso Rindu Kampung w Myothurin,"41,000",,,,,
2024-10-03,Total,Total,"41,000","41,000",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,"감기약, 기침약",,"7,000",,,,
2024-10-03,KR60003-Healthcare Expenses,"감기약, 기침약","7,000",,,,,
2024-10-03,Total,Total,"7,000","7,000",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,다이소 w Myothurin,,"9,000",,,,
2024-10-03,KR60005-Personal Expenses,다이소 w Myothurin,"9,000",,,,,
2024-10-03,Total,Total,"9,000","9,000",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Hollys w Myothurin,,"17,700",,,,
2024-10-03,KR60005-Personal Expenses,Hollys w Myothurin,"17,700",,,,,
2024-10-03,Total,Total,"17,700","17,700",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Cashback,500,,,,,
2024-10-03,KR70001-Cashback Income,Cashback,,500,,,,
2024-10-03,Total,Total,500,500,0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Hollys w Myothurin,,"8,400",,,,
2024-10-03,KR60005-Personal Expenses,Hollys w Myothurin,"8,400",,,,,
2024-10-03,Total,Total,"8,400","8,400",0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-03,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-03,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-03,KR10101-Toss Checking Account,Withdraw for 振华,,"60,000",,,,
2024-10-03,KR10000-Cash,Withdraw for 振华,"60,000",,,,,
2024-10-03,Total,Total,"60,000","60,000",0.00,0.00,0.00,0.00
2024-10-03,KR10000-Cash,기후동행카드 for 振华,,"3,000",,,,
2024-10-03,KR10403-Friends Receivable,기후동행카드 for 振华,"3,000",,,,,
2024-10-03,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2024-10-03,KR10000-Cash,기후동행카드 충전 for 振华,,"55,000",,,,
2024-10-03,KR10403-Friends Receivable,기후동행카드 충전 for 振华,"55,000",,,,,
2024-10-03,Total,Total,"55,000","55,000",0.00,0.00,0.00,0.00
2024-10-03,KR30201-Friends Debt,교통 (Myothurin) ,,"2,800",,,,
2024-10-03,KR60004-Transportation Expenses,교통 (Myothurin) ,"2,800",,,,,
2024-10-03,Total,Total,"2,800","2,800",0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,쿠팡이츠 for 振华,,"36,100",,,,
2024-10-04,KR60002-Food Expenses,쿠팡이츠 for 振华,"18,050",,,,,
2024-10-04,KR60005-Personal Expenses,쿠팡이츠 for 振华,"18,050",,,,,
2024-10-04,Total,Total,"36,100","36,100",0.00,0.00,0.00,0.00
2024-10-04,KR10403-Friends Receivable,Cash from 振华,,"141,750",,,,
2024-10-04,KR30201-Friends Debt,Cash from 振华,,"8,250",,,,
2024-10-04,KR10000-Cash,Cash from 振华,"150,000",,,,,
2024-10-04,Total,Total,"150,000","150,000",0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,Transfer to KakaoPay,,"12,707",,,,
2024-10-04,KR10105-Kakao Checking Account,Transfer to KakaoPay,"12,707",,,,,
2024-10-04,Total,Total,"12,707","12,707",0.00,0.00,0.00,0.00
2024-10-04,KR10105-Kakao Checking Account,Tisya,,"20,000",,,,
2024-10-04,KR10403-Friends Receivable,Tisya,"20,000",,,,,
2024-10-04,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-04,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-04,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-04,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-04,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,Tous les Jours,,"12,900",,,,
2024-10-04,KR60002-Food Expenses,Tous les Jours,"4,300",,,,,
2024-10-04,KR60005-Personal Expenses,Tous les Jours,"8,600",,,,,
2024-10-04,Total,Total,"12,900","12,900",0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,"CU (shaver, ice cream)",,"13,600",,,,
2024-10-04,KR60002-Food Expenses,"CU (shaver, ice cream)","3,000",,,,,
2024-10-04,KR60005-Personal Expenses,"CU (shaver, ice cream)","10,600",,,,,
2024-10-04,Total,Total,"13,600","13,600",0.00,0.00,0.00,0.00
2024-10-04,KR10101-Toss Checking Account,Cashback,500,,,,,
2024-10-04,KR70001-Cashback Income,Cashback,,500,,,,
2024-10-04,Total,Total,500,500,0.00,0.00,0.00,0.00
2024-10-04,KR30201-Friends Debt,교통 (跟李振华跑步) ,,"5,500",,,,
2024-10-04,KR60004-Transportation Expenses,교통 (跟李振华跑步) ,"5,500",,,,,
2024-10-04,Total,Total,"5,500","5,500",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,Thai Tea,,"5,000",,,,
2024-10-05,KR60002-Food Expenses,Thai Tea,"5,000",,,,,
2024-10-05,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,Thai 꼬치,,"9,000",,,,
2024-10-05,KR10403-Friends Receivable,Thai 꼬치,"7,200",,,,,
2024-10-05,KR60002-Food Expenses,Thai 꼬치,"1,800",,,,,
2024-10-05,Total,Total,"9,000","9,000",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,Steak at Thai Festival,,"18,000",,,,
2024-10-05,KR60002-Food Expenses,Steak at Thai Festival,"18,000",,,,,
2024-10-05,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,쿠팡이츠 for 振华君熙,,"25,000",,,,
2024-10-05,KR10403-Friends Receivable,쿠팡이츠 for 振华君熙,"25,000",,,,,
2024-10-05,Total,Total,"25,000","25,000",0.00,0.00,0.00,0.00
2024-10-05,KR60002-Food Expenses,Waralee paid for Thai Food,"9,600",,,,,
2024-10-05,KR30201-Friends Debt,Waralee paid for Thai Food,,"9,600",,,,
2024-10-05,Total,Total,"9,600","9,600",0.00,0.00,0.00,0.00
2024-10-05,KR10102-Hana Checking Account,Waralee,"4,100",,,,,
2024-10-05,KR10403-Friends Receivable,Waralee,,"1,800",,,,
2024-10-05,KR30201-Friends Debt,Waralee,,"2,300",,,,
2024-10-05,Total,Total,"4,100","4,100",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,CU (ice cream),,"9,000",,,,
2024-10-05,KR60002-Food Expenses,CU (ice cream),"3,000",,,,,
2024-10-05,KR60005-Personal Expenses,CU (ice cream),"6,000",,,,,
2024-10-05,Total,Total,"9,000","9,000",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-05,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-05,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-05,KR10102-Hana Checking Account,Aakansha,"1,800",,,,,
2024-10-05,KR10403-Friends Receivable,Aakansha,,"1,800",,,,
2024-10-05,Total,Total,"1,800","1,800",0.00,0.00,0.00,0.00
2024-10-05,KR30201-Friends Debt,교통 (Thai Fest) ,,"4,500",,,,
2024-10-05,KR60004-Transportation Expenses,교통 (Thai Fest) ,"4,500",,,,,
2024-10-05,Total,Total,"4,500","4,500",0.00,0.00,0.00,0.00
2024-10-05,KR10102-Hana Checking Account,Aakansha,"17,700",,,,,
2024-10-05,KR30201-Friends Debt,Aakansha,,"17,700",,,,
2024-10-05,Total,Total,"17,700","17,700",0.00,0.00,0.00,0.00
2024-10-05,KR10102-Hana Checking Account,Fatemeh,"11,400",,,,,
2024-10-05,KR10403-Friends Receivable,Fatemeh,,"1,800",,,,
2024-10-05,KR30201-Friends Debt,Fatemeh,,"9,600",,,,
2024-10-05,Total,Total,"11,400","11,400",0.00,0.00,0.00,0.00
2024-10-05,KR10101-Toss Checking Account,Transfer to Hana,,"9,598",,,,
2024-10-05,KR10102-Hana Checking Account,Transfer to Hana,"9,598",,,,,
2024-10-05,Total,Total,"9,598","9,598",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,CU (ice cream),,"6,000",,,,
2024-10-06,KR60002-Food Expenses,CU (ice cream),"3,000",,,,,
2024-10-06,KR60005-Personal Expenses,CU (ice cream),"3,000",,,,,
2024-10-06,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-06,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-06,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,Cafe Namu,,"19,700",,,,
2024-10-06,KR60002-Food Expenses,Cafe Namu,"9,850",,,,,
2024-10-06,KR60005-Personal Expenses,Cafe Namu,"9,850",,,,,
2024-10-06,Total,Total,"19,700","19,700",0.00,0.00,0.00,0.00
2024-10-06,KR10102-Hana Checking Account,Zaim,"13,700",,,,,
2024-10-06,KR10403-Friends Receivable,Zaim,,"1,800",,,,
2024-10-06,KR30201-Friends Debt,Zaim,,"11,900",,,,
2024-10-06,Total,Total,"13,700","13,700",0.00,0.00,0.00,0.00
2024-10-06,KR10102-Hana Checking Account,Fatemeh’s money,,"7,700",,,,
2024-10-06,KR30201-Friends Debt,Fatemeh’s money,"7,700",,,,,
2024-10-06,Total,Total,"7,700","7,700",0.00,0.00,0.00,0.00
2024-10-06,KR10102-Hana Checking Account,Waralee’s money,,"43,400",,,,
2024-10-06,KR30201-Friends Debt,Waralee’s money,"43,400",,,,,
2024-10-06,Total,Total,"43,400","43,400",0.00,0.00,0.00,0.00
2024-10-06,KR10000-Cash,Paris Baguette,,"14,600",,,,
2024-10-06,KR60002-Food Expenses,Paris Baguette,"3,000",,,,,
2024-10-06,KR60005-Personal Expenses,Paris Baguette,"11,600",,,,,
2024-10-06,Total,Total,"14,600","14,600",0.00,0.00,0.00,0.00
2024-10-06,KR10000-Cash,Transfer to Toss,,"80,000",,,,
2024-10-06,KR10101-Toss Checking Account,Transfer to Toss,"80,000",,,,,
2024-10-06,Total,Total,"80,000","80,000",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,7Eleven,,"1,200",,,,
2024-10-06,KR60002-Food Expenses,7Eleven,"1,200",,,,,
2024-10-06,Total,Total,"1,200","1,200",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,Coffee Break,,"5,300",,,,
2024-10-06,KR60002-Food Expenses,Coffee Break,"5,300",,,,,
2024-10-06,Total,Total,"5,300","5,300",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-06,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-06,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,쿠팡 회원비,,"7,890",,,,
2024-10-06,KR60005-Personal Expenses,쿠팡 회원비,"7,890",,,,,
2024-10-06,Total,Total,"7,890","7,890",0.00,0.00,0.00,0.00
2024-10-06,KR10105-Kakao Checking Account,Tisya,"20,000",,,,,
2024-10-06,KR10403-Friends Receivable,Tisya,,"20,000",,,,
2024-10-06,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2024-10-06,KR30201-Friends Debt,교통 (Lotte World) ,,"3,300",,,,
2024-10-06,KR60004-Transportation Expenses,교통 (Lotte World) ,"3,300",,,,,
2024-10-06,Total,Total,"3,300","3,300",0.00,0.00,0.00,0.00
2024-10-06,KR10101-Toss Checking Account,미진축산 w 王学勤,,"57,600",,,,
2024-10-06,KR60002-Food Expenses,미진축산 w 王学勤,"29,600",,,,,
2024-10-06,KR10403-Friends Receivable,미진축산 w 王学勤,"28,000",,,,,
2024-10-06,Total,Total,"57,600","57,600",0.00,0.00,0.00,0.00
2024-10-07,KR10000-Cash,王学勤,"23,000",,,,,
2024-10-07,KR10403-Friends Receivable,王学勤,,"23,000",,,,
2024-10-07,Total,Total,"23,000","23,000",0.00,0.00,0.00,0.00
2024-10-07,KR10105-Kakao Checking Account,王学勤,"5,000",,,,,
2024-10-07,KR10403-Friends Receivable,王学勤,,"5,000",,,,
2024-10-07,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-07,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-07,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,Transfer to Toss,"25,000",,,,,
2024-10-07,KR10105-Kakao Checking Account,Transfer to Toss,,"25,000",,,,
2024-10-07,Total,Total,"25,000","25,000",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,钱嘉男 hospital,,"14,200",,,,
2024-10-07,KR10403-Friends Receivable,钱嘉男 hospital,"14,200",,,,,
2024-10-07,Total,Total,"14,200","14,200",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,Transfer to Toss,"7,200",,,,,
2024-10-07,KR10102-Hana Checking Account,Transfer to Toss,,"7,200",,,,
2024-10-07,Total,Total,"7,200","7,200",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,钱嘉男 hospital,,"5,000",,,,
2024-10-07,KR10403-Friends Receivable,钱嘉男 hospital,"5,000",,,,,
2024-10-07,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,Vitamin C,,"10,000",,,,
2024-10-07,KR60005-Personal Expenses,Vitamin C,"5,000",,,,,
2024-10-07,KR60003-Healthcare Expenses,Vitamin C,"5,000",,,,,
2024-10-07,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2024-10-07,KR10000-Cash,麻辣烫（钱嘉男）,,"26,700",,,,
2024-10-07,KR60005-Personal Expenses,麻辣烫（钱嘉男）,"13,350",,,,,
2024-10-07,KR60002-Food Expenses,麻辣烫（钱嘉男）,"13,350",,,,,
2024-10-07,Total,Total,"26,700","26,700",0.00,0.00,0.00,0.00
2024-10-07,KR30201-Friends Debt,교통 (아침기도모임) ,,"1,200",,,,
2024-10-07,KR60004-Transportation Expenses,교통 (아침기도모임) ,"1,200",,,,,
2024-10-07,Total,Total,"1,200","1,200",0.00,0.00,0.00,0.00
2024-10-07,KR30201-Friends Debt,교통 (钱嘉男) ,,"1,600",,,,
2024-10-07,KR60004-Transportation Expenses,교통 (钱嘉男) ,"1,600",,,,,
2024-10-07,Total,Total,"1,600","1,600",0.00,0.00,0.00,0.00
2024-10-07,KR10101-Toss Checking Account,Correcting Toss Mismatch,,30,,,,
2024-10-07,KR60007-Other Expenses,Correcting Toss Mismatch,30,,,,,
2024-10-07,Total,Total,30,30,0.00,0.00,0.00,0.00
2024-10-08,KR10000-Cash,기꾸스시 w 서정민,,"30,000",,,,
2024-10-08,KR60002-Food Expenses,기꾸스시 w 서정민,"15,000",,,,,
2024-10-08,KR10403-Friends Receivable,기꾸스시 w 서정민,"15,000",,,,,
2024-10-08,Total,Total,"30,000","30,000",0.00,0.00,0.00,0.00
2024-10-08,KR10102-Hana Checking Account,서정민,"15,000",,,,,
2024-10-08,KR10403-Friends Receivable,서정민,,"15,000",,,,
2024-10-08,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2024-10-08,KR10102-Hana Checking Account,Transfer to Toss,,"15,000",,,,
2024-10-08,KR10101-Toss Checking Account,Transfer to Toss,"15,000",,,,,
2024-10-08,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2024-10-08,KR10101-Toss Checking Account,보드카페 w 서정민,,"7,000",,,,
2024-10-08,KR60002-Food Expenses,보드카페 w 서정민,"3,500",,,,,
2024-10-08,KR10403-Friends Receivable,보드카페 w 서정민,"3,500",,,,,
2024-10-08,Total,Total,"7,000","7,000",0.00,0.00,0.00,0.00
2024-10-08,KR10101-Toss Checking Account,보드카페 w 서정민,,"6,400",,,,
2024-10-08,KR60005-Personal Expenses,보드카페 w 서정민,"3,400",,,,,
2024-10-08,KR10403-Friends Receivable,보드카페 w 서정민,"3,000",,,,,
2024-10-08,Total,Total,"6,400","6,400",0.00,0.00,0.00,0.00
2024-10-08,KR10102-Hana Checking Account,Transfer to Toss,"6,500",,,,,
2024-10-08,KR10403-Friends Receivable,Transfer to Toss,,"6,500",,,,
2024-10-08,Total,Total,"6,500","6,500",0.00,0.00,0.00,0.00
2024-10-08,KR10101-Toss Checking Account,Cashback,100,,,,,
2024-10-08,KR70001-Cashback Income,Cashback,,100,,,,
2024-10-08,Total,Total,100,100,0.00,0.00,0.00,0.00
2024-10-08,KR10000-Cash,Transfer to Toss,,"100,000",,,,
2024-10-08,KR10101-Toss Checking Account,Transfer to Toss,"100,000",,,,,
2024-10-08,Total,Total,"100,000","100,000",0.00,0.00,0.00,0.00
2024-10-08,KR10101-Toss Checking Account,Transfer to Naver,,"90,000",,,,
2024-10-08,KR10106-Naver Checking Account,Transfer to Naver,"90,000",,,,,
2024-10-08,Total,Total,"90,000","90,000",0.00,0.00,0.00,0.00
2024-10-08,KR10106-Naver Checking Account,농구장 예약,,"80,974",,,,
2024-10-08,KR60005-Personal Expenses,농구장 예약,974,,,,,
2024-10-08,KR10403-Friends Receivable,농구장 예약,"80,000",,,,,
2024-10-08,Total,Total,"80,974","80,974",0.00,0.00,0.00,0.00
2024-10-08,KR10403-Friends Receivable,君熙振华水电费,"79,280",,,,,
2024-10-08,KR30201-Friends Debt,君熙振华水电费,,"79,280",,,,
2024-10-08,Total,Total,"79,280","79,280",0.00,0.00,0.00,0.00
2024-10-08,KR10403-Friends Receivable,농구장 물,"2,000",,,,,
2024-10-08,KR30201-Friends Debt,농구장 물,,"2,000",,,,
2024-10-08,Total,Total,"2,000","2,000",0.00,0.00,0.00,0.00
2024-10-08,KR10403-Friends Receivable,Cash from 振华君熙,,"196,980",,,,
2024-10-08,KR70006-Other Income,Cash from 振华君熙,,"3,020",,,,
2024-10-08,KR10000-Cash,Cash from 振华君熙,"200,000",,,,,
2024-10-08,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2024-10-08,KR10000-Cash,Transfer to Toss,,"200,000",,,,
2024-10-08,KR10101-Toss Checking Account,Transfer to Toss,"200,000",,,,,
2024-10-08,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2024-10-08,KR30201-Friends Debt,교통 (클럽) ,,"4,200",,,,
2024-10-08,KR60004-Transportation Expenses,교통 (클럽) ,"4,200",,,,,
2024-10-08,Total,Total,"4,200","4,200",0.00,0.00,0.00,0.00
2024-10-09,KR10101-Toss Checking Account,君熙振华水电费,,"73,040",,,,
2024-10-09,KR30201-Friends Debt,君熙振华水电费,"73,040",,,,,
2024-10-09,Total,Total,"73,040","73,040",0.00,0.00,0.00,0.00
2024-10-09,KR30201-Friends Debt,노래방,,"100,833",,,,
2024-10-09,KR60005-Personal Expenses,노래방,"20,167",,,,,
2024-10-09,KR10403-Friends Receivable,노래방,"80,667",,,,,
2024-10-09,Total,Total,"100,833","100,833",0.00,0.00,0.00,0.00
2024-10-09,KR10101-Toss Checking Account,Clubbing Drinks,,"46,000",,,,
