Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2025-04-25,Total,Total,"649,382","649,382",0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,Rent,,"1,150,000",,,,
2025-04-25,KR10403-Friends Receivable,Rent,"575,000",,,,,
2025-04-25,KR60001-Home Expenses,Rent,"575,000",,,,,
2025-04-25,Total,Total,"1,150,000","1,150,000",0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-25,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-25,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,13,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,13,,,,
2025-04-25,Total,Total,13,13,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-25,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-25,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-25,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-25,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-25,KR10101-Toss Checking Account,"Baskin Robins w Alua, Shun Lae",,"5,100",,,,
2025-04-25,KR60002-Food Expenses,"Baskin Robins w Alua, Shun Lae","5,100",,,,,
2025-04-25,Total,Total,"5,100","5,100",0.00,0.00,0.00,0.00
2025-04-25,KR30201-Friends Debt,교통(한강),,"3,000",,,,
2025-04-25,KR60004-Transportation Expenses,교통(한강),"3,000",,,,,
2025-04-25,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-04-26,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"175,300",,,,
2025-04-26,KR10101-Toss Checking Account,Transfer to Toss,"175,300",,,,,
2025-04-26,Total,Total,"175,300","175,300",0.00,0.00,0.00,0.00
2025-04-26,KR10101-Toss Checking Account,Recharge,,"175,300",,,,
2025-04-26,KR10214-Toss Preparation Fund Account,Recharge,"175,300",,,,,
2025-04-26,Total,Total,"175,300","175,300",0.00,0.00,0.00,0.00
2025-04-26,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-26,KR70002-Interest Income,이자,,1,,,,
2025-04-26,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-26,KR10213-Toss Emergency Fund Account,이자,80,,,,,
2025-04-26,KR70002-Interest Income,이자,,80,,,,
2025-04-26,Total,Total,80,80,0.00,0.00,0.00,0.00
2025-04-26,KR30201-Friends Debt,교통(이황희),,"1,500",,,,
2025-04-26,KR60004-Transportation Expenses,교통(이황희),"1,500",,,,,
2025-04-26,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-04-27,KR10214-Toss Preparation Fund Account,이자,10,,,,,
2025-04-27,KR70002-Interest Income,이자,,10,,,,
2025-04-27,Total,Total,10,10,0.00,0.00,0.00,0.00
2025-04-27,KR10213-Toss Emergency Fund Account,이자,71,,,,,
2025-04-27,KR70002-Interest Income,이자,,71,,,,
2025-04-27,Total,Total,71,71,0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,牛肉面和钱嘉男,,"18,000",,,,
2025-04-27,KR10403-Friends Receivable,牛肉面和钱嘉男,"9,000",,,,,
2025-04-27,KR60002-Food Expenses,牛肉面和钱嘉男,"9,000",,,,,
2025-04-27,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,무신사 (예비비),,"39,102",,,,
2025-04-27,KR60005-Personal Expenses,무신사 (예비비),"39,102",,,,,
2025-04-27,Total,Total,"39,102","39,102",0.00,0.00,0.00,0.00
2025-04-27,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"100,000",,,,
2025-04-27,KR10101-Toss Checking Account,Transfer to Toss,"100,000",,,,,
2025-04-27,Total,Total,"100,000","100,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,Pop Mart 手机壳 （钱嘉男）,,"28,000",,,,
2025-04-27,KR10403-Friends Receivable,Pop Mart 手机壳 （钱嘉男）,"28,000",,,,,
2025-04-27,Total,Total,"28,000","28,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,인형（钱嘉男）,,"12,000",,,,
2025-04-27,KR10403-Friends Receivable,인형（钱嘉男）,"12,000",,,,,
2025-04-27,Total,Total,"12,000","12,000",0.00,0.00,0.00,0.00
2025-04-27,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"50,000",,,,
2025-04-27,KR10101-Toss Checking Account,Transfer to Toss,"50,000",,,,,
2025-04-27,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,The Ordinary (예비비),,"72,500",,,,
2025-04-27,KR60005-Personal Expenses,The Ordinary (예비비),"72,500",,,,,
2025-04-27,Total,Total,"72,500","72,500",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,소금빵（钱嘉男）,,"12,000",,,,
2025-04-27,KR10403-Friends Receivable,소금빵（钱嘉男）,"12,000",,,,,
2025-04-27,Total,Total,"12,000","12,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,大创（钱嘉男）,,"28,200",,,,
2025-04-27,KR10403-Friends Receivable,大创（钱嘉男）,"14,100",,,,,
2025-04-27,KR60001-Home Expenses,大创（钱嘉男）,"14,100",,,,,
2025-04-27,Total,Total,"28,200","28,200",0.00,0.00,0.00,0.00
2025-04-27,KR70001-Cashback Income,Cashback,,500,,,,
2025-04-27,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-04-27,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-04-27,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"20,000",,,,
2025-04-27,KR10101-Toss Checking Account,Transfer to Toss,"20,000",,,,,
2025-04-27,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,Transfer to Shinhan,,"20,000",,,,
2025-04-27,KR10103-Shinhan Checking Account,Transfer to Shinhan,"20,000",,,,,
2025-04-27,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-04-27,KR30201-Friends Debt,교통(Hongdae w 钱嘉男),,"2,800",,,,
2025-04-27,KR60004-Transportation Expenses,교통(Hongdae w 钱嘉男),"2,800",,,,,
2025-04-27,Total,Total,"2,800","2,800",0.00,0.00,0.00,0.00
2025-04-27,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"100,000",,,,
2025-04-27,KR10101-Toss Checking Account,Transfer to Toss,"100,000",,,,,
2025-04-27,Total,Total,"100,000","100,000",0.00,0.00,0.00,0.00
2025-04-27,KR10101-Toss Checking Account,Coupang w 钱嘉男,,"97,610",,,,
2025-04-27,KR10403-Friends Receivable,Coupang w 钱嘉男,"27,745",,,,,
2025-04-27,KR60002-Food Expenses,Coupang w 钱嘉男,"27,745",,,,,
2025-04-27,KR60005-Personal Expenses,예비비,"42,120",,,,,
2025-04-27,Total,Total,"97,610","97,610",0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-28,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,3,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,3,,,,
2025-04-28,Total,Total,3,3,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-28,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-28,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-04-28,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,3,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,3,,,,
2025-04-28,Total,Total,3,3,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,9,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,9,,,,
2025-04-28,Total,Total,9,9,0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-04-28,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-04-28,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-28,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-28,KR70002-Interest Income,이자,,1,,,,
2025-04-28,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-28,KR10213-Toss Emergency Fund Account,이자,66,,,,,
2025-04-28,KR70002-Interest Income,이자,,66,,,,
2025-04-28,Total,Total,66,66,0.00,0.00,0.00,0.00
2025-04-28,KR10103-Shinhan Checking Account,1월 Savings,,"10,000",,,,
2025-04-28,KR10201-Savings January,1월 Savings,"10,000",,,,,
2025-04-28,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-28,KR10103-Shinhan Checking Account,2월 Savings,,"10,000",,,,
2025-04-28,KR10202-Savings February,2월 Savings,"10,000",,,,,
2025-04-28,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-28,KR10103-Shinhan Checking Account,펀드예탁금이자,20,,,,,
2025-04-28,KR70002-Interest Income,펀드예탁금이자,,20,,,,
2025-04-28,Total,Total,20,20,0.00,0.00,0.00,0.00
2025-04-28,KR10102-Hana Checking Account,Transfer to Shinhan,,"6,149",,,,
2025-04-28,KR10103-Shinhan Checking Account,Transfer to Shinhan,"6,149",,,,,
2025-04-28,Total,Total,"6,149","6,149",0.00,0.00,0.00,0.00
2025-04-28,KR10101-Toss Checking Account,Transfer to Hana,,"6,507",,,,
2025-04-28,KR10102-Hana Checking Account,Transfer to Hana,"6,507",,,,,
2025-04-28,Total,Total,"6,507","6,507",0.00,0.00,0.00,0.00
2025-04-28,KR10102-Hana Checking Account,Transfer to Shinhan,,"6,507",,,,
2025-04-28,KR10103-Shinhan Checking Account,Transfer to Shinhan,"6,507",,,,,
2025-04-28,Total,Total,"6,507","6,507",0.00,0.00,0.00,0.00
2025-04-28,KR10103-Shinhan Checking Account,CU w 钱嘉男,,"7,900",,,,
2025-04-28,KR10403-Friends Receivable,CU w 钱嘉男,"7,900",,,,,
2025-04-28,Total,Total,"7,900","7,900",0.00,0.00,0.00,0.00
2025-04-28,KR60002-Food Expenses,Baskin Robbins w 钱嘉男,"11,700",,,,,
2025-04-28,KR30201-Friends Debt,Baskin Robbins w 钱嘉男,,"11,700",,,,
2025-04-28,Total,Total,"11,700","11,700",0.00,0.00,0.00,0.00
2025-04-28,KR10102-Hana Checking Account,WeChat 2 1CNY@198.328 KRW,"123,576",,,,,
2025-04-28,KR70006-Other Income,WeChat 2 1CNY@198.328 KRW,,901,,,,
2025-04-28,KR10403-Friends Receivable,WeChat 2 1CNY@198.328 KRW,,"122,675",,,,
2025-04-28,Total,Total,"123,576","123,576",0.00,0.00,0.00,0.00
2025-04-29,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-29,KR70002-Interest Income,이자,,1,,,,
2025-04-29,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-29,KR10213-Toss Emergency Fund Account,이자,66,,,,,
2025-04-29,KR70002-Interest Income,이자,,66,,,,
2025-04-29,Total,Total,66,66,0.00,0.00,0.00,0.00
2025-04-29,KR10404-Pending Investments,Buy 신한미국S&P500인덱스 77729@₩	1.30,,"101,152",,,,
2025-04-29,KR20001-Funds,Buy 신한미국S&P500인덱스 77729@₩	1.30,"101,152",,,,,
2025-04-29,Total,Total,"101,152","101,152",0.00,0.00,0.00,0.00
2025-04-29,KR10103-Shinhan Checking Account,펀드예탁금이자,7,,,,,
2025-04-29,KR70002-Interest Income,펀드예탁금이자,,7,,,,
2025-04-29,Total,Total,7,7,0.00,0.00,0.00,0.00
2025-04-29,KR10102-Hana Checking Account,Transfer to Kakao,,"10,000",,,,
2025-04-29,KR10105-Kakao Checking Account,Transfer to Kakao,"10,000",,,,,
2025-04-29,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-29,KR10105-Kakao Checking Account,7Eleven,,"5,200",,,,
2025-04-29,KR60002-Food Expenses,7Eleven,"5,200",,,,,
2025-04-29,Total,Total,"5,200","5,200",0.00,0.00,0.00,0.00
2025-04-29,KR10102-Hana Checking Account,Emart w 钱嘉男,,"65,020",,,,
2025-04-29,KR10403-Friends Receivable,Emart w 钱嘉男,"32,510",,,,,
2025-04-29,KR60002-Food Expenses,Emart w 钱嘉男,"32,510",,,,,
2025-04-29,Total,Total,"65,020","65,020",0.00,0.00,0.00,0.00
2025-04-29,KR10102-Hana Checking Account,Emart w 钱嘉男,,700,,,,
2025-04-29,KR10403-Friends Receivable,Emart w 钱嘉男,350,,,,,
2025-04-29,KR60002-Food Expenses,Emart w 钱嘉男,350,,,,,
2025-04-29,Total,Total,700,700,0.00,0.00,0.00,0.00
2025-04-29,KR10102-Hana Checking Account,洗鞋子（钱嘉男）,,"7,600",,,,
2025-04-29,KR10403-Friends Receivable,洗鞋子（钱嘉男）,"7,600",,,,,
2025-04-29,Total,Total,"7,600","7,600",0.00,0.00,0.00,0.00
2025-04-29,KR10102-Hana Checking Account,Transfer to Toss,,"15,000",,,,
2025-04-29,KR10101-Toss Checking Account,Transfer to Toss,"15,000",,,,,
2025-04-29,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2025-04-29,KR10101-Toss Checking Account,이황희,,"9,400",,,,
2025-04-29,KR60004-Transportation Expenses,이황희,"9,400",,,,,
2025-04-29,Total,Total,"9,400","9,400",0.00,0.00,0.00,0.00
2025-04-30,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-30,KR70002-Interest Income,이자,,1,,,,
2025-04-30,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-30,KR10213-Toss Emergency Fund Account,이자,66,,,,,
2025-04-30,KR70002-Interest Income,이자,,66,,,,
2025-04-30,Total,Total,66,66,0.00,0.00,0.00,0.00
2025-04-30,KR10102-Hana Checking Account,Coffee w 천정욱,,"9,500",,,,
2025-04-30,KR60002-Food Expenses,Coffee w 천정욱,"4,750",,,,,
2025-04-30,KR60005-Personal Expenses,Coffee w 천정욱,"4,750",,,,,
2025-04-30,Total,Total,"9,500","9,500",0.00,0.00,0.00,0.00
2025-04-30,KR10102-Hana Checking Account,계좌확인,1,,,,,
2025-04-30,KR70006-Other Income,계좌확인,,1,,,,
2025-04-30,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-30,KR10105-Kakao Checking Account,Transfer to Hana,,"4,800",,,,
2025-04-30,KR10102-Hana Checking Account,Transfer to Hana,"4,800",,,,,
2025-04-30,Total,Total,"4,800","4,800",0.00,0.00,0.00,0.00
2025-04-30,KR10101-Toss Checking Account,钱嘉男,"730,000",,,,,
2025-04-30,KR30201-Friends Debt,钱嘉男,,"6,765",,,,
2025-04-30,KR10403-Friends Receivable,钱嘉男,,"723,235",,,,
2025-04-30,Total,Total,"730,000","730,000",0.00,0.00,0.00,0.00
2025-04-30,KR10105-Kakao Checking Account,Belle,"50,000",,,,,
2025-04-30,KR10403-Friends Receivable,Belle,,"50,000",,,,
2025-04-30,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-04-30,KR10101-Toss Checking Account,Recharge,,"700,000",,,,
2025-04-30,KR10213-Toss Emergency Fund Account,Recharge,"700,000",,,,,
2025-04-30,Total,Total,"700,000","700,000",0.00,0.00,0.00,0.00
2025-04-30,KR30201-Friends Debt,교통(이황희),,"1,500",,,,
2025-04-30,KR60004-Transportation Expenses,교통(이황희),"1,500",,,,,
2025-04-30,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-05-01,KR70003-Samsung Income,5월 Samsung,,"800,000",,,,
2025-05-01,KR10401-Samsung Receivable,5월 Samsung,"800,000",,,,,
2025-05-01,Total,Total,"800,000","800,000",0.00,0.00,0.00,0.00
2025-05-01,KR10501-Phone Plan,5월 Prepaid Phone Plan,,"17,500",,,,
2025-05-01,KR60005-Personal Expenses,5월 Prepaid Phone Plan,"17,500",,,,,
2025-05-01,Total,Total,"17,500","17,500",0.00,0.00,0.00,0.00
2025-05-01,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-05-01,KR70002-Interest Income,이자,,1,,,,
2025-05-01,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-01,KR10213-Toss Emergency Fund Account,이자,101,,,,,
2025-05-01,KR70002-Interest Income,이자,,101,,,,
2025-05-01,Total,Total,101,101,0.00,0.00,0.00,0.00
2025-05-01,KR10101-Toss Checking Account,4월 Interest,40,,,,,
2025-05-01,KR70002-Interest Income,4월 Interest,,40,,,,
2025-05-01,Total,Total,40,40,0.00,0.00,0.00,0.00
2025-05-01,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-05-01,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-05-01,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-05-01,KR10102-Hana Checking Account,이후,"18,000",,,,,
2025-05-01,KR70006-Other Income,이후,,"18,000",,,,
2025-05-01,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-05-01,CN10101-WeChat Account,钱嘉男,,,,,495.02,
2025-05-01,CN70006-Other Income,钱嘉男,,,,,,495.02
2025-05-01,Total,Total,0,0,0.00,0.00,495.02,495.02
2025-05-01,KR10105-Kakao Checking Account,Hani,"16,400",,,,,
2025-05-01,KR70006-Other Income,Hani,,"2,600",,,,
2025-05-01,KR10403-Friends Receivable,Hani,,"13,800",,,,
2025-05-01,Total,Total,"16,400","16,400",0.00,0.00,0.00,0.00
2025-05-02,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-05-02,KR70002-Interest Income,이자,,1,,,,
2025-05-02,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-02,KR10213-Toss Emergency Fund Account,이자,101,,,,,
2025-05-02,KR70002-Interest Income,이자,,101,,,,
2025-05-02,Total,Total,101,101,0.00,0.00,0.00,0.00
2025-05-02,KR10105-Kakao Checking Account,Transfer to Toss,,"66,400",,,,
2025-05-02,KR10101-Toss Checking Account,Transfer to Toss,"66,400",,,,,
2025-05-02,Total,Total,"66,400","66,400",0.00,0.00,0.00,0.00
2025-05-03,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-05-03,KR70002-Interest Income,이자,,1,,,,
2025-05-03,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-03,KR10213-Toss Emergency Fund Account,이자,101,,,,,
2025-05-03,KR70002-Interest Income,이자,,101,,,,
2025-05-03,Total,Total,101,101,0.00,0.00,0.00,0.00
2025-05-03,KR10101-Toss Checking Account,Transfer to Kakao,,"10,000",,,,
2025-05-03,KR10105-Kakao Checking Account,Transfer to Kakao,"10,000",,,,,
2025-05-03,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-03,KR10105-Kakao Checking Account,iCloud+,,"8,900",,,,
2025-05-03,KR60005-Personal Expenses,iCloud+,"8,900",,,,,
2025-05-03,Total,Total,"8,900","8,900",0.00,0.00,0.00,0.00
2025-05-03,KR10101-Toss Checking Account,용애마트 (PALS MT),,"21,000",,,,
2025-05-03,KR60005-Personal Expenses,용애마트 (PALS MT),"21,000",,,,,
2025-05-03,Total,Total,"21,000","21,000",0.00,0.00,0.00,0.00
2025-05-03,KR10101-Toss Checking Account,CU (PALS MT),,"19,600",,,,
2025-05-03,KR60005-Personal Expenses,CU (PALS MT),"19,600",,,,,
2025-05-03,Total,Total,"19,600","19,600",0.00,0.00,0.00,0.00
2025-05-03,KR70001-Cashback Income,Cashback,,500,,,,
2025-05-03,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-05-03,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-05-03,KR10101-Toss Checking Account,용애마트 (PALS MT),,"10,000",,,,
2025-05-03,KR60005-Personal Expenses,용애마트 (PALS MT),"10,000",,,,,
2025-05-03,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-03,KR10101-Toss Checking Account,용애마트 (PALS MT),,"25,300",,,,
2025-05-03,KR60005-Personal Expenses,용애마트 (PALS MT),"25,300",,,,,
2025-05-03,Total,Total,"25,300","25,300",0.00,0.00,0.00,0.00
2025-05-04,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-05-04,KR70002-Interest Income,이자,,1,,,,
2025-05-04,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-04,KR10213-Toss Emergency Fund Account,이자,101,,,,,
2025-05-04,KR70002-Interest Income,이자,,101,,,,
2025-05-04,Total,Total,101,101,0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-05-04,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-05-04,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-04,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-04,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,채크카드 복권 당첨,11,,,,,
2025-05-04,KR70001-Cashback Income,채크카드 복권 당첨,,11,,,,
2025-05-04,Total,Total,11,11,0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-05-04,KR70001-Cashback Income,채크카드 복권 당첨,,2,,,,
2025-05-04,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-05-04,KR10102-Hana Checking Account,Transfer to Hana,,"38,557",,,,
2025-05-04,KR10101-Toss Checking Account,Transfer to Hana,"38,557",,,,,
2025-05-04,Total,Total,"38,557","38,557",0.00,0.00,0.00,0.00
2025-05-04,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"20,000",,,,
2025-05-04,KR10101-Toss Checking Account,Transfer to Toss,"20,000",,,,,
2025-05-04,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-04,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"20,000",,,,
2025-05-04,KR10101-Toss Checking Account,Transfer to Toss,"20,000",,,,,
2025-05-04,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,Haircut,,"80,000",,,,
2025-05-04,KR60005-Personal Expenses,Haircut,"80,000",,,,,
2025-05-04,Total,Total,"80,000","80,000",0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,차백도 w Sarah,,"6,900",,,,
2025-05-04,KR60002-Food Expenses,차백도 w Sarah,"3,450",,,,,
2025-05-04,KR10403-Friends Receivable,차백도 w Sarah,"3,450",,,,,
2025-05-04,Total,Total,"6,900","6,900",0.00,0.00,0.00,0.00
2025-05-04,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"10,000",,,,
2025-05-04,KR10101-Toss Checking Account,Transfer to Toss,"10,000",,,,,
2025-05-04,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-04,KR10214-Toss Preparation Fund Account,Transfer to Toss,,"8,700",,,,
2025-05-04,KR10101-Toss Checking Account,Transfer to Toss,"8,700",,,,,
2025-05-04,Total,Total,"8,700","8,700",0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,마라공방,,"22,000",,,,
2025-05-04,KR60002-Food Expenses,마라공방,"22,000",,,,,
2025-05-04,Total,Total,"22,000","22,000",0.00,0.00,0.00,0.00
2025-05-04,KR10101-Toss Checking Account,마라공방,,"1,000",,,,
2025-05-04,KR60002-Food Expenses,마라공방,"1,000",,,,,
2025-05-04,Total,Total,"1,000","1,000",0.00,0.00,0.00,0.00
2025-05-04,KR10403-Friends Receivable,차백도 w Sarah,,"3,450",,,,
2025-05-04,KR10105-Kakao Checking Account,차백도 w Sarah,"3,450",,,,,
2025-05-04,Total,Total,"3,450","3,450",0.00,0.00,0.00,0.00
2025-05-04,KR30201-Friends Debt,교통(理发师),,"1,500",,,,
2025-05-04,KR60004-Transportation Expenses,교통(理发师),"1,500",,,,,
2025-05-04,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-05-05,KR10213-Toss Emergency Fund Account,이자,100,,,,,
2025-05-05,KR70002-Interest Income,이자,,100,,,,
2025-05-05,Total,Total,100,100,0.00,0.00,0.00,0.00
2025-05-05,KR30201-Friends Debt,교통(新村运动大会),,"1,500",,,,
2025-05-05,KR60004-Transportation Expenses,교통(新村运动大会),"1,500",,,,,
2025-05-05,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-05-06,KR10213-Toss Emergency Fund Account,이자,100,,,,,
2025-05-06,KR70002-Interest Income,이자,,100,,,,
2025-05-06,Total,Total,100,100,0.00,0.00,0.00,0.00
2025-05-06,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"20,000",,,,
2025-05-06,KR10101-Toss Checking Account,Transfer to Toss,"20,000",,,,,
2025-05-06,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-06,KR10101-Toss Checking Account,Transfer to Shinhan,,"24,015",,,,
2025-05-06,KR10103-Shinhan Checking Account,Transfer to Shinhan,"24,015",,,,,
2025-05-06,Total,Total,"24,015","24,015",0.00,0.00,0.00,0.00
2025-05-06,KR10103-Shinhan Checking Account,Le Plaisir du Pain,,"14,400",,,,
2025-05-06,KR60002-Food Expenses,Le Plaisir du Pain,"7,200",,,,,
2025-05-06,KR60005-Personal Expenses,Le Plaisir du Pain,"7,200",,,,,
2025-05-06,Total,Total,"14,400","14,400",0.00,0.00,0.00,0.00
2025-05-06,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"24,900",,,,
2025-05-06,KR10101-Toss Checking Account,Transfer to Toss,"24,900",,,,,
2025-05-06,Total,Total,"24,900","24,900",0.00,0.00,0.00,0.00
2025-05-06,KR10101-Toss Checking Account,Coupang ,,"24,900",,,,
2025-05-06,KR60005-Personal Expenses,Coupang ,"24,900",,,,,
2025-05-06,Total,Total,"24,900","24,900",0.00,0.00,0.00,0.00
2025-05-06,KR30201-Friends Debt,교통(李皇熙),,"1,500",,,,
2025-05-06,KR60004-Transportation Expenses,교통(李皇熙),"1,500",,,,,
2025-05-06,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-05-07,KR10213-Toss Emergency Fund Account,이자,98,,,,,
2025-05-07,KR70002-Interest Income,이자,,98,,,,
2025-05-07,Total,Total,98,98,0.00,0.00,0.00,0.00
2025-05-07,KR10103-Shinhan Checking Account,Transfer to Toss,,"7,890",,,,
2025-05-07,KR10101-Toss Checking Account,Transfer to Toss,"7,890",,,,,
